age,dependents,monthly_income,job_stability_years,electricity_bill_ratio,gas_bill_ratio,mobile_bill_ratio,savings_ratio,avg_monthly_balance,target
31,1,35817.9371670921,4.622851098433668,0.508810001364857,0.6240301347564823,0.9813526937602199,0.1512862178236491,24991.750068257963,1
37,1,60450.94458139292,4.0823202969591925,0.7228464443129691,0.5193350220094051,0.6854811175166814,0.39516117060461003,13787.033227553562,1
36,2,69365.63258043384,1.5019490197998557,0.9539172143957186,0.6594109480530295,0.8925725289710422,0.3251818950764912,22004.553537047468,0
36,1,50245.106227017044,2.1697831284496667,0.6526332690061334,0.8963124507254143,0.6461033246768155,0.44365561492101324,18790.47966500942,0
40,1,38215.38389608527,0.41458760356397284,0.5979784105678115,0.6800545442958212,0.8595617994239336,0.31720727431448464,14866.364586468455,1
33,2,32951.00372385078,0.5108616151779038,0.9630213731235535,0.6616848776171766,0.9038060013424544,0.3004179648815813,17889.958119058145,1
44,1,66975.3754176933,2.3511519349935757,0.552724319375647,0.9708765689557923,0.9438560578352331,0.41050847281168085,22894.42984176974,0
41,1,55393.61334136673,2.6510970340855007,0.525900516707905,0.5208153593572507,0.8937224558752042,0.3031189099242036,24701.154700441344,0
24,1,46038.324552263046,1.3201354784845698,0.939706587477719,0.8836440978209915,0.9693941421421808,0.43004392654101714,21537.492268503698,0
26,2,43180.73856709351,3.2139134459297063,0.8504546909773445,0.7415467991571749,0.80836930316029,0.07219311341410292,19814.762987259004,1
40,0,58061.95565280354,3.5169034279006888,0.7110343190687064,0.9722312537552704,0.8709714427573311,0.27281743414723586,20114.61307865779,0
28,2,57731.82192885633,1.4955806580597886,0.8761719865044205,0.6967353720816959,0.7478200340353408,0.4157111810199843,16341.739262258034,1
42,0,39240.987038528656,3.792123628537709,0.8707199760221346,0.8540211685027609,0.604155779715725,0.4317643161119906,20484.444982790832,0
30,1,36291.530109188694,1.0280245951956668,0.5200302816302915,0.5349676821952574,0.9026771821869362,0.4253249198342152,12648.905512251085,1
28,0,36897.16765143807,2.721256886377869,0.83812340603092,0.9643862127919405,0.9479442591484822,0.3219715938252037,19407.066978913157,0
39,2,44381.30503430772,4.021405467810866,0.8204361887263563,0.6722713333992962,0.6695697908038908,0.4972871039630457,28496.671483933336,0
25,2,41722.57455700693,2.685045428412777,0.9818895682081518,0.7620022878921433,0.6114563006661164,0.13162383851255655,17805.269446051694,1
35,1,69417.10421803479,4.5398135926052525,0.9833113050798818,0.5692408043814836,0.6658007382005854,0.1285059107243906,25605.951540147897,1
39,0,43954.63253288673,0.2925061643731791,0.688899663101022,0.9727789356101204,0.9581157172957157,0.06477020353602872,23354.672073480262,1
30,1,35004.00262460324,2.941569227457359,0.7949209559441092,0.8364852019649467,0.7182041557485319,0.49520172931503015,27189.129701828504,1
42,1,35678.030709205676,2.8087772627219505,0.5706786874441894,0.5269737384180562,0.6934816459414687,0.20660922840005186,4360.659792691686,1
23,2,47792.340787500856,3.3017666427134236,0.533228262978567,0.5776033895896417,0.6058359299372865,0.39292438079244646,20885.294119193262,1
41,0,28134.510524253914,4.1670341934015385,0.7163899361294512,0.6999169988213249,0.7188220588840265,0.07686964074896575,22940.25224058528,1
36,0,49278.55143365124,3.629265421691975,0.8449410054175053,0.6083855061921359,0.8862556308088945,0.1844096478484804,23991.896716533884,0
28,0,33965.48599422123,3.9514136768642087,0.7838805611488635,0.6523127847581653,0.9836357153504879,0.3307313036277057,26006.401830324736,1
33,0,63903.32440090041,1.4440836285881076,0.7148284610930009,0.9987455804380883,0.7250964929750533,0.2861510432446693,23482.061998555575,1
29,1,51398.74819090334,1.937486892844823,0.9090562733872956,0.8293243485749013,0.6962741280842772,0.14348670786314865,21182.89978569621,1
36,1,75452.28321838932,3.1338848702311517,0.8972137360918735,0.961108801157226,0.9552276081850537,0.25771681075648006,15206.141318419595,0
24,2,47261.59304597347,2.767307359624676,0.8659710275388807,0.7178991874271645,0.9410019403328914,0.0989518963423307,10485.548655797362,0
35,1,12419.073992356956,4.8055193748526825,0.5385161240768805,0.8551411422452839,0.7312641680574745,0.29421656251227674,26696.594771981836,1
38,1,67492.17440427444,0.9341724996720968,0.8982348139478218,0.7298451460806443,0.6275220615028215,0.09362364937478157,16963.52859090956,1
25,2,56023.07790172482,1.7563918622557084,0.95971065799735,0.6641122714275121,0.996795776186697,0.3361709559017807,18248.735138551794,0
39,2,57882.89454752808,2.863776166424274,0.5297210441454583,0.7595865732505281,0.872281714984714,0.11991091013609531,24527.797853319644,1
29,2,37968.99692307141,4.33981884968076,0.7008356944042675,0.7136555208937434,0.9706321988336537,0.29618865152058144,19904.652938135863,1
25,1,49485.82333285533,4.6467426234549585,0.9941777448582938,0.9902703243403468,0.7367497897277846,0.10810430592044873,14213.650586538384,0
23,1,52237.530501627916,1.6801816541379928,0.7996194292341419,0.7480832026082005,0.8590741676331977,0.2303196951521902,11462.570358339759,1
27,2,47146.152588726814,0.3355423076317582,0.7567887010637314,0.9055565664493977,0.8697988920826452,0.2083241951539066,18207.50236584303,1
43,2,29187.646096958313,2.1080984896109256,0.5887230737343718,0.8334097341479243,0.9491621870155676,0.39038481492485866,20479.576986407672,0
31,2,83224.30457910865,1.9717207161675354,0.7827431416670849,0.7398136186087112,0.9972232148464016,0.3385227400764177,23981.103379573575,1
25,1,60029.9508539387,4.932435339648448,0.7195216302347265,0.7370750362331681,0.6434664714095947,0.4716899691813457,19375.45562778886,1
43,1,55047.00856424475,2.155306221453947,0.5637215277850616,0.6709450585310188,0.8524467381721725,0.46485979337833894,20100.01125275502,0
39,0,65766.62745216776,1.528614996516147,0.7321663263090171,0.5534909038160281,0.7345759793450345,0.3762482128526133,13400.667309061626,1
33,1,57730.30653246609,1.82688687267467,0.5821996525876303,0.8807346644686584,0.9246633708240488,0.3967635832654063,25206.59458796422,0
23,1,41873.565439043596,1.9846314031190693,0.8653318108630284,0.9590473966002695,0.901659193898577,0.331210587459688,35065.43842034004,0
31,1,64997.39309381228,4.10770191098308,0.9868241830718114,0.6089774273300588,0.9570074096895655,0.3612484538351238,26505.95843564087,0
25,2,60226.592078936184,0.40507446415632087,0.734788524212848,0.9628367469645986,0.7374811509121932,0.3277500658850428,26053.526066122016,1
35,1,42328.570192231295,1.5825352443751335,0.8161841659573064,0.6161521090291391,0.673812137663106,0.19029426408562605,21725.550560590807,1
37,2,59480.176019420534,4.831592459535498,0.7154877623834212,0.7650395509918876,0.6087206708604657,0.20781031214211693,14774.491493414404,1
36,0,47113.15961388702,0.7655125239939997,0.5692269268285026,0.6718109980635689,0.7022026734872845,0.30863022258632994,15691.13057399575,1
29,0,52501.73839758336,3.7130066076629498,0.9852776432377494,0.5572543929561291,0.7468686159020924,0.3740796173276673,23293.232548226417,0
35,2,57195.80560295872,1.781967505991452,0.5647893320420398,0.5264191874777737,0.9784267943791968,0.2327535706845993,24453.97628022245,1
44,2,66421.97241565952,2.908927630972627,0.5558134042567704,0.6826732660721138,0.796549053538901,0.11420051037203956,15304.337742300946,1
29,2,42248.04817847535,0.49774019254441026,0.7295864708356503,0.52367193227472,0.8225758016435158,0.25673772575867304,22272.84411625904,1
42,1,54379.54616782716,1.5320583367697327,0.829443632883466,0.5521032187689257,0.9520515048192459,0.48343451924077513,20565.62262618635,0
37,0,74188.71471477434,2.5043247083044413,0.6774616354864456,0.5711487893989922,0.9540278055056564,0.1463390905628184,22475.76058554768,1
34,2,47887.43004767658,1.1585032908792918,0.5962585110984515,0.5009578530894996,0.8111663306252808,0.3420810891323573,21788.760792362726,1
39,1,52358.68133239499,2.709349715265761,0.9094816840137381,0.5766261079218267,0.6454813994933327,0.49214380917364875,22046.464113185102,0
36,0,74170.76569373586,1.0987965703135816,0.6815516603047755,0.7886393401891874,0.7082064658724918,0.21930697375728336,10272.925482978215,1
42,1,57649.729663389255,3.2505027632527694,0.5971604866919535,0.9097615610479682,0.7827552800024489,0.44954762397872117,29119.371980399184,0
34,0,32312.23665006661,4.521771701251572,0.6825424387534351,0.596714979704035,0.9004677980711546,0.4388039227292096,27076.72743802581,1
30,1,40454.268174147626,0.4274431867578571,0.6072771038213955,0.5404363019237501,0.8846726993316449,0.20257023156134163,19925.222325954317,1
36,0,58274.950572385314,1.0830801788804316,0.7597238689061703,0.8647570992179361,0.857083294119906,0.09433279630209827,14099.504386714263,1
34,0,55076.0588946857,4.22211513630165,0.8341446930688496,0.504081355728608,0.9520982239209378,0.13034261955505327,22816.09634837165,0
22,1,51950.958400865835,3.1577674272097878,0.899778688599593,0.8670810510181906,0.9210585633228502,0.21458713014565495,12690.35032531701,0
28,2,75934.69019799758,0.39354458571282613,0.613781015159933,0.5655586179334406,0.9928456963230521,0.4816104390253728,28384.757475060454,1
30,0,42590.15412609926,2.4317505755474764,0.5834770028522227,0.6141425310597017,0.9556634083732622,0.17350256527164368,19192.923714316228,1
22,2,49107.034118815565,1.0487925750566751,0.50980171044761,0.5600349554440147,0.6782625711373714,0.4670891356672246,17017.90639192578,1
33,1,26442.677486741173,0.9954819703503487,0.6140438841736213,0.6236690785256973,0.6230466262081582,0.13161410852770153,22918.20952838294,1
29,2,63927.918665611665,4.703226716802619,0.5119526762488982,0.8990879692308975,0.7658043776177293,0.48641559156104075,17652.23828093702,0
32,2,40413.77238724904,3.807707740380545,0.6727371018445296,0.5662720525625379,0.8470017803605117,0.18212204092909873,18599.899325272774,1
40,2,62685.64122561115,3.4811529676207185,0.5728465444150184,0.997082816146767,0.8572413998780157,0.33489151854854254,16032.040417733502,0
38,2,61424.36157724762,1.1946440853892932,0.7899477991138921,0.663548888048896,0.7070051046073434,0.08136105101173985,23125.429032978565,1
29,2,78189.19110545334,0.5928671652047524,0.6918633797456366,0.9609840627541644,0.9439523857794682,0.18484887703429165,21537.51570381212,1
24,0,57791.30691837454,4.354163106426751,0.5467926705353798,0.5950165399177734,0.7316985854581708,0.14481968287027275,25251.73329974935,1
24,0,45726.96050815869,0.02939784671225465,0.6999332315182971,0.5939487599722009,0.9676458425532574,0.051537500907751506,11874.439154393262,1
22,0,55443.475519965104,1.940482118505098,0.6046740579839258,0.7826678415215369,0.7886405605212886,0.1205464044727959,13914.08810814745,1
26,1,40888.96582605695,1.3880625148066676,0.8400886756700527,0.525300042452339,0.6041562664167344,0.3168966424267359,17411.95341695026,1
31,2,53829.922130106905,2.8518810017441183,0.6822181223853699,0.9005014488177965,0.6648165244778984,0.2254640779420965,25556.207238878218,1
28,0,47589.16993349153,1.2525421794291736,0.573515004607573,0.7198076253340269,0.640927702661999,0.37515694161714574,12874.668123222797,1
30,1,49155.938603937546,1.5560267966415398,0.6748008662021433,0.8495982366764272,0.617610318320123,0.35198357013815323,15752.133686644747,1
28,0,39219.60214486923,4.250199274965968,0.6121891669650927,0.5873161017480097,0.8856069243242704,0.40968477905356343,27102.16692209576,1
30,0,53605.35271715332,3.0159441170225936,0.897889500819193,0.8211786753930952,0.6769263492241608,0.4401612603646831,22648.432787076854,0
29,2,59890.76030823283,0.7284126366468419,0.9916837801824726,0.7970353271758468,0.9354479177625945,0.4189214764056478,25401.699039769235,0
33,1,30174.838463939275,3.6323577174791577,0.5127456945148837,0.8778306259589719,0.705787531525772,0.25162737787327316,19544.575524788834,1
23,2,41736.88816081835,1.037296007399392,0.845010068657641,0.6487006463254853,0.6129308425963366,0.18892747866447845,28841.54049427303,1
22,2,52016.566030163245,2.1650246505624002,0.6319789168117433,0.9665827874857547,0.9282701375900917,0.27603610833581227,12744.594206109752,0
37,0,21832.20030543903,3.2330361841964668,0.5332043219346472,0.980650534697866,0.7864583402123948,0.2908078279871189,18927.947206962555,1
44,2,70883.17320455503,1.3596476872874363,0.5071756547926467,0.9340618056106773,0.8398021761075976,0.19092853262385007,18517.162996813226,1
44,1,41466.67022536334,1.920534073378961,0.9405048346062136,0.786016883080271,0.7344909154566253,0.2930029453128957,18578.973928000552,1
26,2,38742.949774898865,3.6707479865207544,0.6768032510388997,0.7101441353306752,0.6184161584622567,0.09760084347408421,13722.445935993073,1
24,2,47511.89268491854,4.689554767121717,0.9972719460453021,0.5289962092849774,0.7480708356656498,0.1539688077568796,22772.395959039026,1
33,2,51648.47406557869,2.646225284797365,0.7211885838151062,0.9736139007304948,0.8073145481174289,0.38572163910075,13876.892482400019,0
29,0,40922.32522457195,0.049854857783113715,0.5937988758856871,0.9758906718491834,0.6046746414146474,0.13227450274568303,13338.221041993042,1
43,1,61764.963991867124,1.6923187562091524,0.8885717842612729,0.5093442274898419,0.8297160128815275,0.11256703170953007,7035.481921455033,1
24,0,54796.47847329468,1.9931716742276722,0.9632461081836493,0.6784437733203601,0.9572168618236692,0.17930443609434354,16289.209799452216,1
22,0,39953.09727673573,1.6958681000112201,0.9078105153877455,0.9400181841291309,0.6871362089680105,0.21697210254256388,20733.53229804562,1
24,0,43731.138596931545,2.181344305577814,0.8725996170137639,0.5404260165198091,0.9707076644593595,0.1978469080016969,21442.261987837894,0
26,0,31798.763643316168,3.1633312690919984,0.6673498472595842,0.5982831883551036,0.6390434075294343,0.21857242318898212,18879.817002496457,1
36,0,34959.909253581965,0.6056401349887658,0.5322451819475214,0.9893386584097954,0.9301745400891286,0.11296055430392377,16651.727975705835,1
35,1,54651.17993854834,1.3631525443375274,0.6006496742800449,0.9236444060601743,0.9361297433208629,0.12442782108842913,17972.26719056659,1
24,2,40077.62532716206,2.538240430088123,0.7234051271237005,0.9560317470418818,0.7031039451592556,0.1561257408189085,16626.924620002883,1
22,0,71651.41343658911,1.5778665408998753,0.9780999350072019,0.5710772093276586,0.983137363163387,0.23089640785399057,30269.73594886991,1
26,0,50851.07840370971,4.955426690676797,0.861427089837677,0.6056579794834225,0.7666394902847111,0.20115459572829647,13858.456601812903,1
44,1,33766.11889875206,2.157157335187441,0.9141415225841236,0.8027082921758746,0.6565024349862375,0.40610071914197426,16123.219369667651,0
35,1,36279.83256718925,4.348995767961082,0.638646948453238,0.7508691105013496,0.8366857803308667,0.28648306096838416,19997.54015722849,1
28,2,62635.63633617714,4.4825491780693225,0.8419115137267517,0.6492516952735244,0.9986458816181065,0.309065462170761,14519.200476645,0
30,1,49081.83676869111,4.18003499861175,0.9312190716889982,0.9419231498686231,0.9597166195837178,0.30226682048175507,20230.465711323795,0
36,2,61903.937918691634,0.23449120472583906,0.7397057574482923,0.9506943077677865,0.711441130446041,0.22944877635303346,11809.4049905758,1
36,0,45602.144239063215,4.738733658066757,0.7149459301153793,0.6458420050733056,0.8307946397513503,0.4912174844538951,20619.291415441774,1
31,0,43277.214889957875,0.6437128106658846,0.8597022567158894,0.5778765702959698,0.6461470638707266,0.06679794971547245,17778.756739578424,1
34,2,63433.36845241262,0.17201813857147252,0.7799558431223732,0.5745462103851567,0.7847379217348358,0.1471270001493999,16273.357173327959,1
40,1,39697.071475656885,2.071848039532788,0.996585541597022,0.7422125976959695,0.8092280270764726,0.17809461439478297,18540.686760633933,1
28,2,55868.64960044434,0.9731701637892803,0.7125514003642808,0.5664592477006765,0.7261113193324514,0.44658413000217945,17295.218626445792,1
38,1,47458.59667518359,0.9209826483161809,0.5879716386624934,0.7366701110476126,0.7936748331748023,0.4634911111118697,17985.664134435938,1
41,0,60544.68096050929,1.439098066880753,0.7359675263931564,0.7309670364299288,0.9679753832724695,0.4307467189164783,23833.056989733173,1
25,1,71821.8078504296,1.2420280262342742,0.6176024965488657,0.9420551066028285,0.8000550548718923,0.23762794148316013,28995.08622541668,1
26,2,45293.86780158789,3.4239770107507654,0.7806269103972505,0.6481052199000186,0.932396124227039,0.46158075038307955,6477.659202785671,0
44,2,43434.29433444253,0.9338865331803503,0.5628984962189729,0.7803262293204887,0.7269561716653735,0.09432864329985222,18839.363154056256,1
28,0,57989.70066844826,2.7155915259862926,0.974988136774593,0.8717499321420482,0.9885616889489927,0.34359561512703723,13586.11820943754,0
34,1,37015.956857563186,4.932132730717649,0.9299114407700805,0.7979573975249532,0.6373852933780741,0.4717506999116861,18294.03493903608,1
36,1,69397.58549420042,2.1619121047814445,0.5777826985544352,0.9770339224900685,0.8342346587367957,0.38970492803244566,22013.661234682575,0
32,1,67352.27060067767,3.2093655439771824,0.5861964613735049,0.8011387402498851,0.915955118066721,0.17504022587100632,31935.910336056528,0
25,0,38010.564330074834,4.846858388649368,0.7562193372440082,0.950931089235056,0.9256163945240983,0.37287761799559294,18388.095878849686,0
34,1,31002.502167117123,0.6881949902068213,0.8864406935208626,0.6225281946268715,0.6793124443148167,0.1826435163031987,20649.313729314777,1
28,2,36073.07416572538,2.093035046465247,0.6095396678337648,0.7803763863897182,0.7606583554739945,0.10021195139453241,15430.457125530727,1
40,1,36255.56432049059,4.250962000976271,0.5304858597797659,0.7716529632833272,0.8496784689856413,0.3727496902251915,15169.140726032052,1
43,0,59621.12677225972,4.661528413724399,0.7727671382913075,0.9947260550700417,0.7263530839089667,0.13065198967127598,14931.078959821822,1
23,1,68590.04378935284,3.006180289794526,0.8457985570510049,0.6022531566995617,0.863318406085392,0.09997922246706116,16412.18627677878,0
31,1,59481.514551425884,0.7171030127011169,0.6221827456463584,0.5704966991829887,0.751512268525081,0.2982920245918187,17626.385771580124,1
34,2,47165.69340060251,4.507357919738276,0.8698838938753191,0.8058360388152102,0.7403465290340889,0.32928136651888384,27107.736619504525,0
42,1,54109.98160292496,0.8722328309547128,0.9753218924723044,0.6118460716660317,0.6432272685961639,0.07297532800539144,18268.81434550899,1
27,2,39562.66360633957,1.7643892416605929,0.5685372213427364,0.8195776728251449,0.6157011515412183,0.052010999599611515,22775.37221868609,1
33,2,63166.49654677079,1.8775398888113086,0.7555145326543476,0.9862445442597754,0.9341095160048728,0.44693164867691826,21470.38837651174,0
33,0,55184.34727979039,2.2364576993631404,0.5284209753407914,0.9732529976987288,0.7958177968624297,0.10186365243336931,24761.172462366663,1
41,2,59278.373384197555,3.950829079654748,0.6033305036153578,0.615551512321999,0.8251492532836027,0.3127541237598449,10489.52096164908,1
32,2,41269.57157768269,4.010721890512423,0.5449096767305366,0.5854481741060744,0.7488884090113922,0.4790958113394011,21715.12522016147,1
44,0,47976.83375757624,3.598275366390571,0.7020033115401012,0.7803696435812728,0.6546968181895082,0.280359552159689,21148.097434294974,1
28,2,58700.877679774436,0.11064337210790809,0.9104158951873789,0.7933886441115751,0.7798287990764826,0.11290910412996966,19500.83891427696,1
22,0,67322.15479428339,2.824225511085758,0.7885652252608907,0.8311250356903251,0.6915828312124674,0.22706802644995172,25381.448391590166,1
22,1,42702.802886616984,3.737464779407,0.6112924185827153,0.8707454629934042,0.9350732187108842,0.33081896653001724,19395.724828372866,0
41,0,59365.42288604983,2.223126200307714,0.5200553235478615,0.8004786553360022,0.9947154152297959,0.39327783668114247,24394.627296220788,0
34,2,41455.138440676594,4.724680226826982,0.7766990976433765,0.5558765018598314,0.9556384541903222,0.3231220975567387,20850.346002922128,0
30,0,75406.3252739193,4.119052609401755,0.5663983574952856,0.8950789852847238,0.8113097063702521,0.06544208052576406,21236.761268292295,1
24,2,45022.103500729645,3.190775327434154,0.6713670136818786,0.5397585922623129,0.8512526980728178,0.1143962893692244,21580.892819879824,1
28,1,57722.06208862534,0.31212591841256687,0.755096129456803,0.5099963431085961,0.9792490170956953,0.21731075995774712,19003.144026350838,1
27,0,51987.315382803594,3.261731237915691,0.9518662678430962,0.8848290983059383,0.8154727734354901,0.36757115839669047,27819.866620533398,0
29,1,81263.63745632592,4.5578980062610945,0.5409116635443585,0.7741787122178378,0.8554356493166202,0.31294758872624207,25377.933475452002,0
30,2,52758.819296294765,1.897226934404757,0.8343037961334152,0.8492957092932616,0.8516918014969312,0.07011274261867298,19702.323572523022,0
26,2,43819.32772411846,4.190662628026805,0.5070406427524392,0.6913736621037994,0.883248460724986,0.4085986584217497,20854.9220496677,0
22,1,57674.078151356756,1.565805714310895,0.8149542761801479,0.5055462467622462,0.8561140398313275,0.3223059941100939,22404.946762260406,0
40,0,57406.890401304474,2.850516457736514,0.7757662446652969,0.6655076745655126,0.8682821592222291,0.44921751597541465,24050.33567484039,0
31,0,48110.361634892695,3.2421220918539118,0.9059333100450339,0.8040676164615713,0.8903577888931193,0.23794389444428526,28063.507620209984,0
33,2,36862.8096292627,3.3899751877944744,0.7658312364322397,0.6128515352350549,0.9236396918671795,0.2705908013768964,24533.88503375154,1
36,1,43664.01366331572,4.4127465723217405,0.6763082998630687,0.8439021668164657,0.7612219877052017,0.23249784633593457,19127.87920015355,1
43,1,60577.98737773903,1.1731113350314104,0.6213754356641132,0.8972005049459725,0.8983335937042313,0.37510453827905793,15912.276737572858,0
30,0,29030.612645192447,1.3118479264448735,0.5426248708910365,0.7271334991827796,0.6400815036615849,0.38845888513770527,24960.85669013567,1
41,0,47023.44920737144,3.520204966553684,0.7673063371482156,0.9378606490345838,0.9504752528966114,0.37545907732155914,21445.16911070504,0
38,0,61938.3670618014,0.8859690624201905,0.9441609633242842,0.927408282284559,0.7160177231636767,0.1812196849344519,15087.221535854489,1
38,1,48878.045371999426,2.3213520248198014,0.7573722469778448,0.9390289763959169,0.7613841256349134,0.3362141916694189,24266.757252097326,0
41,0,76084.52167463291,0.1001719203860757,0.8695514287329462,0.8305185163284174,0.9214441650630034,0.20233767476472986,27582.102029192494,0
33,0,29064.197116416173,0.7048966849505706,0.6492174691087877,0.6523944998367899,0.8547948152364022,0.42539018533897277,20035.477911754784,1
28,2,38463.5855729668,3.394231925144307,0.7240654299373839,0.740625641185786,0.7234511959404673,0.07480227303107262,27833.022954721295,1
23,0,22224.394372966544,3.7373080174087696,0.6623016017229657,0.8552553247655457,0.6901596444498561,0.06697433871159916,23830.9452605366,1
24,0,73924.28680094359,0.5765951661893842,0.5546330556774487,0.6052818266312864,0.9830857794842359,0.0957687910441669,14207.061872556334,1
38,1,38660.15419098044,1.138547752055985,0.7084943016417524,0.8694217546272631,0.6351105444126347,0.1410634375084354,22112.783140064956,1
26,1,26156.944259260006,0.4945222326852555,0.8821436159186082,0.7740443085465201,0.6017340434437365,0.06693591158822029,11144.20041472603,1
38,2,42656.96822689479,2.1670642196255843,0.6974874997722587,0.5480087201417816,0.8691739609145401,0.08222751014510615,21770.19192016488,1
38,0,33286.29070173836,0.6305803537231663,0.8250896111091337,0.7786431635000837,0.8457897708330073,0.1877254217305913,14876.821558181702,1
38,2,42742.58131633517,2.18648008583445,0.87930774202543,0.5333880691062416,0.8950455851807135,0.09490580680336508,20961.55849063357,0
23,1,50494.75101133884,3.660491279005658,0.6613681136081613,0.507153642523311,0.8926535326436187,0.4109331995036559,23387.751358986206,0
23,2,59659.05324856521,3.4169431657170874,0.8987572798027383,0.9448138349536422,0.9453036509064092,0.07424032503228382,17058.74016127306,0
43,1,47903.972718668745,1.402302434259226,0.6694628584848548,0.7449580558022473,0.9688434361633828,0.4585682510984462,28452.416706059324,1
44,2,50303.488392016116,3.368812746234662,0.628053530230228,0.7716448275201624,0.9100098353031544,0.4418777947734383,15392.620960561126,0
26,2,43020.85732315843,4.638560654497884,0.6112230838799325,0.6399688858151334,0.6929171206488387,0.14377296464628803,9306.5357212866,1
22,0,31859.62127300409,1.7376219354245777,0.5999520728624197,0.7713723597287467,0.7853984713195896,0.0821871737461432,19855.57636282824,1
22,2,27841.517084409184,1.645595768488033,0.8685620364066984,0.5844343460748664,0.8566860962623556,0.09749077032007539,26825.994710905965,1
40,0,45626.17063596367,2.857193257410087,0.9437546305284588,0.8728228986922626,0.8157461075378968,0.3015897064989319,19895.015302023483,0
23,0,51015.67734251857,1.227509055137359,0.6153242370926446,0.9116745802019428,0.6635590049738499,0.3204120829931952,17034.92690691781,1
42,0,44736.62574528499,3.25789463990126,0.542620148898077,0.9279378899596302,0.8357092122496182,0.19201225373411113,11756.622074502953,1
33,0,28288.076085663895,4.161308853362405,0.6568834881442192,0.553326358713965,0.9546114597735902,0.18357515073356034,17142.677952171496,1
27,2,52416.801119218064,2.29659252549316,0.8289236194606793,0.7788772001723965,0.7674068893060391,0.2891755708188733,14289.29888426049,0
44,1,69551.65859485176,3.397536624641912,0.6842600461130195,0.9043754849220165,0.8675731297741613,0.18753261983023523,21218.293735261646,0
